domain,filename,image_path,mean_saturation,edge_density,local_contrast,texture_entropy,self_similarity,clutter_score,hard_negative_score
mixed,imgi_158_2022-07-27-09-03-51-1350x936.jpg,G:\내 드라이브\데이터셋\mixed\imgi_158_2022-07-27-09-03-51-1350x936.jpg,168.978314,0.951060,20.727549,5.243975,0.429798,0.391058,0.586939
mixed,imgi_158_Dry oak - plantings.jpg,G:\내 드라이브\데이터셋\mixed\imgi_158_Dry oak - plantings.jpg,65.299231,0.941376,35.454212,5.884851,0.000000,0.352543,0.685539
mixed,imgi_159_101111443-forest-soil-with-grass-top-view-forest-ground-with-plants.jpg,G:\내 드라이브\데이터셋\mixed\imgi_159_101111443-forest-soil-with-grass-top-view-forest-ground-with-plants.jpg,156.900724,0.961932,34.043541,5.613004,0.539395,0.347350,0.654856
mixed,imgi_159_39b23d4b-fd0a-4026-87b3-855a0cc86d6c.jpg,G:\내 드라이브\데이터셋\mixed\imgi_159_39b23d4b-fd0a-4026-87b3-855a0cc86d6c.jpg,83.784818,0.563006,14.784319,5.798155,0.000000,0.286226,0.564319
mixed,imgi_159_closeup-texture-lush-green-grass-with-variety-blades-leaves_14117-1013102.jpg,G:\내 드라이브\데이터셋\mixed\imgi_159_closeup-texture-lush-green-grass-with-variety-blades-leaves_14117-1013102.jpg,167.940535,0.949355,26.665245,5.171492,0.895512,0.350743,0.668867
mixed,imgi_159_Stone-Nature-Reserve-N7-N6.jpg,G:\내 드라이브\데이터셋\mixed\imgi_159_Stone-Nature-Reserve-N7-N6.jpg,137.406434,0.913324,28.932207,5.813135,0.220438,0.357697,0.600046
mixed,imgi_160_0039-ground-texture-seamless.jpg,G:\내 드라이브\데이터셋\mixed\imgi_160_0039-ground-texture-seamless.jpg,80.783791,0.979152,36.327148,5.686566,0.903242,0.350649,0.774383
mixed,imgi_161_forest 14.png,G:\내 드라이브\데이터셋\mixed\imgi_161_forest 14.png,95.455330,0.974422,32.785774,5.511082,0.856550,0.358608,0.742211
mixed,imgi_161_forest-ground-wallpaper.jpg,G:\내 드라이브\데이터셋\mixed\imgi_161_forest-ground-wallpaper.jpg,22.297483,0.974581,49.377316,5.934288,0.689146,0.345051,0.853215
mixed,imgi_161_SB+Honeysuckle_11-9-24.jpg,G:\내 드라이브\데이터셋\mixed\imgi_161_SB+Honeysuckle_11-9-24.jpg,56.666682,0.929922,30.673002,5.862410,0.000000,0.354963,0.695387
mixed,imgi_162_pngtree-top-view-of-patchy-lawn-with-brown-spots-picture-image_16511457.jpg,G:\내 드라이브\데이터셋\mixed\imgi_162_pngtree-top-view-of-patchy-lawn-with-brown-spots-picture-image_16511457.jpg,140.852860,0.953315,29.382462,5.619444,0.374734,0.347325,0.621178
mixed,imgi_162_psDEVA_AA_572_W.png,G:\내 드라이브\데이터셋\mixed\imgi_162_psDEVA_AA_572_W.png,92.870395,0.571081,12.402742,5.698680,0.000000,0.335493,0.541425
mixed,imgi_162_seamless-forest-floor-texture-render-01.jpg,G:\내 드라이브\데이터셋\mixed\imgi_162_seamless-forest-floor-texture-render-01.jpg,119.967828,0.945228,30.610655,5.683416,0.653257,0.362037,0.664674
mixed,imgi_163_snow_rocks_02.jpg,G:\내 드라이브\데이터셋\mixed\imgi_163_snow_rocks_02.jpg,52.748703,0.930239,21.534315,5.264922,0.722614,0.408880,0.754561
mixed,imgi_163_unnamed-file-5-1024x768.jpg,G:\내 드라이브\데이터셋\mixed\imgi_163_unnamed-file-5-1024x768.jpg,17.326079,0.902713,19.255716,5.195993,0.686622,0.408389,0.801796
mixed,imgi_165_free-photo-of-cracked-dry-earth-with-dead-leaves-and-grass.jpg,G:\내 드라이브\데이터셋\mixed\imgi_165_free-photo-of-cracked-dry-earth-with-dead-leaves-and-grass.jpg,105.996069,0.791521,35.555466,5.618610,0.811026,0.314006,0.712508
mixed,imgi_165_Ground-Nature_Texture_A_P4120924.jpg,G:\내 드라이브\데이터셋\mixed\imgi_165_Ground-Nature_Texture_A_P4120924.jpg,145.979680,0.871379,13.648941,4.391674,0.787128,0.427018,0.575397
mixed,imgi_166_stefan-oprisan-tm-roots-test-02-output-2.jpg,G:\내 드라이브\데이터셋\mixed\imgi_166_stefan-oprisan-tm-roots-test-02-output-2.jpg,84.938008,0.838691,18.490408,5.172061,0.742033,0.366108,0.676431
mixed,imgi_167_detailed-close-up-view-on-a-forest-ground-texture-with-moss-and-branches-photo.jpg,G:\내 드라이브\데이터셋\mixed\imgi_167_detailed-close-up-view-on-a-forest-ground-texture-with-moss-and-branches-photo.jpg,153.822458,0.956864,44.149918,5.925189,0.290847,0.345310,0.622341
mixed,imgi_167_high-resolution-seamless-forest-road-texture-2.jpg,G:\내 드라이브\데이터셋\mixed\imgi_167_high-resolution-seamless-forest-road-texture-2.jpg,118.816091,0.808761,22.558424,5.607091,0.436674,0.336681,0.598349
mixed,imgi_167_lizard-bling-forest-floor-top.jpg,G:\내 드라이브\데이터셋\mixed\imgi_167_lizard-bling-forest-floor-top.jpg,99.975982,0.338934,7.156025,3.904769,0.607108,0.355073,0.534845
mixed,imgi_168_2018-11-12-13-40-11-1200x900.jpg,G:\내 드라이브\데이터셋\mixed\imgi_168_2018-11-12-13-40-11-1200x900.jpg,92.171479,0.863684,24.443592,5.791952,0.216002,0.374378,0.631116
mixed,imgi_168_ziuBzZ9mpQuaeebSHBxicX.jpg,G:\내 드라이브\데이터셋\mixed\imgi_168_ziuBzZ9mpQuaeebSHBxicX.jpg,177.162650,0.690785,20.865641,5.704103,0.244533,0.361079,0.565705
mixed,imgi_169_0129-pebbles-and-icy-grass-texture-seamless.jpg,G:\내 드라이브\데이터셋\mixed\imgi_169_0129-pebbles-and-icy-grass-texture-seamless.jpg,39.836975,0.981015,46.402958,5.918787,0.794525,0.341615,0.834415
mixed,imgi_169_faeff5edf213e0e4a41c9fcc59bc199f5925cc6f.jpg,G:\내 드라이브\데이터셋\mixed\imgi_169_faeff5edf213e0e4a41c9fcc59bc199f5925cc6f.jpg,77.236565,0.929558,18.011782,4.964103,0.843110,0.378675,0.695772
mixed,imgi_170_low-work-water-mix-hero.jpg,G:\내 드라이브\데이터셋\mixed\imgi_170_low-work-water-mix-hero.jpg,158.567113,0.971739,38.830143,5.808107,0.000000,0.351060,0.585106
mixed,imgi_171_89846939-natural-pine-forest-ground-with-some-leaves-twigs-and-cones-forest-soil-texture-background.jpg,G:\내 드라이브\데이터셋\mixed\imgi_171_89846939-natural-pine-forest-ground-with-some-leaves-twigs-and-cones-forest-soil-texture-background.jpg,103.742640,0.943727,47.337337,5.870184,0.610631,0.344700,0.693657
mixed,imgi_171_free-photo-of-moss-covered-autumn-forest-rocks.jpg,G:\내 드라이브\데이터셋\mixed\imgi_171_free-photo-of-moss-covered-autumn-forest-rocks.jpg,188.137503,0.878447,20.783180,5.800660,0.162295,0.378032,0.556323
mixed,imgi_171_ground-texture-orange-leaves-with-green-grass.jpg,G:\내 드라이브\데이터셋\mixed\imgi_171_ground-texture-orange-leaves-with-green-grass.jpg,152.797492,0.775021,31.821455,5.768542,0.736188,0.351422,0.680010
mixed,imgi_175_3pLuh.jpg,G:\내 드라이브\데이터셋\mixed\imgi_175_3pLuh.jpg,56.599228,0.942880,29.344074,5.492139,0.256335,0.353991,0.722508
mixed,imgi_175_seamless-grassy-forest-ground-texture-hires-216014056.jpg,G:\내 드라이브\데이터셋\mixed\imgi_175_seamless-grassy-forest-ground-texture-hires-216014056.jpg,140.739419,0.888409,17.911098,4.659925,0.698164,0.407370,0.590787
mixed,imgi_176_full-frame-shot-tree-trunk_1599738-4384.jpg,G:\내 드라이브\데이터셋\mixed\imgi_176_full-frame-shot-tree-trunk_1599738-4384.jpg,92.035819,0.833662,39.215729,5.883432,0.618260,0.328120,0.714453
mixed,imgi_177_birch_with_groundcover_2.jpg,G:\내 드라이브\데이터셋\mixed\imgi_177_birch_with_groundcover_2.jpg,72.187985,0.588000,16.157381,5.443729,0.142039,0.374966,0.619355
mixed,imgi_177_closeup-of-mini-elephant-grass-spreading-across-bright-sunlit-soil-ground-photo.jpg,G:\내 드라이브\데이터셋\mixed\imgi_177_closeup-of-mini-elephant-grass-spreading-across-bright-sunlit-soil-ground-photo.jpg,163.203382,0.808047,20.766729,5.266136,0.703989,0.365320,0.620932
mixed,imgi_177_materials-of-the-world-256-forest-root-ground-render-01.jpg,G:\내 드라이브\데이터셋\mixed\imgi_177_materials-of-the-world-256-forest-root-ground-render-01.jpg,137.075744,0.961345,27.689127,5.421027,0.688264,0.366996,0.655967
mixed,imgi_177_Scheels-Outfitters_075_Spring25_2.jpg,G:\내 드라이브\데이터셋\mixed\imgi_177_Scheels-Outfitters_075_Spring25_2.jpg,165.173880,0.717844,16.840807,4.561489,0.547193,0.365242,0.558650
mixed,imgi_178_2011-06-11-09278.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_2011-06-11-09278.jpg,51.911118,0.695776,18.984484,5.789117,0.540590,0.349034,0.718999
mixed,imgi_178_33006681-green-grass-and-dry-leaves-on-ground-surface-texture-background.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_33006681-green-grass-and-dry-leaves-on-ground-surface-texture-background.jpg,145.013805,0.916764,29.999044,5.518684,0.785337,0.353766,0.678091
mixed,imgi_178_5b04b839263b95789ab45c6a13618a33c30daeae.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_5b04b839263b95789ab45c6a13618a33c30daeae.jpg,76.727851,0.921603,17.153610,4.887152,0.862760,0.384213,0.693225
mixed,imgi_178_mossy-rocks.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_mossy-rocks.jpg,49.442811,0.926461,29.092085,5.553508,0.387859,0.359533,0.752099
mixed,imgi_178_ole-groenbaek-screenshot005.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_ole-groenbaek-screenshot005.jpg,110.137064,0.956686,30.149128,5.403035,0.695105,0.344383,0.684208
mixed,imgi_178_original_3d4efe3c-11dc-4e9d-88a8-06a5f2684652_PXL_20211010_103744464.jpg,G:\내 드라이브\데이터셋\mixed\imgi_178_original_3d4efe3c-11dc-4e9d-88a8-06a5f2684652_PXL_20211010_103744464.jpg,66.687456,0.816276,23.025448,5.782902,0.000000,0.372899,0.642961
mixed,imgi_179_user_54_forest-floor-mushroom-clusters.webp,G:\내 드라이브\데이터셋\mixed\imgi_179_user_54_forest-floor-mushroom-clusters.webp,59.646455,0.667899,16.347284,5.255245,0.633917,0.367699,0.701630
mixed,imgi_180_N9Hedge2023Re.jpg,G:\내 드라이브\데이터셋\mixed\imgi_180_N9Hedge2023Re.jpg,109.889831,0.912405,30.784004,5.852077,0.000000,0.362730,0.599108
mixed,imgi_181_fabio-nuzzo-rockyterrain2-basecolor.jpg,G:\내 드라이브\데이터셋\mixed\imgi_181_fabio-nuzzo-rockyterrain2-basecolor.jpg,128.654698,0.866002,16.384577,5.235553,0.484188,0.381454,0.572411
mixed,imgi_182_forest-ground-pbr-pack-10-04.jpg,G:\내 드라이브\데이터셋\mixed\imgi_182_forest-ground-pbr-pack-10-04.jpg,50.201356,0.957971,28.821863,5.424943,0.830394,0.372065,0.808224
mixed,imgi_183_leaves_forest_ground.png,G:\내 드라이브\데이터셋\mixed\imgi_183_leaves_forest_ground.png,105.907228,0.896437,29.261272,5.415515,0.801340,0.360914,0.703265
mixed,imgi_184_Litterk_headerfigure-2hdzo11-768x1024.jpg,G:\내 드라이브\데이터셋\mixed\imgi_184_Litterk_headerfigure-2hdzo11-768x1024.jpg,149.553172,0.805847,19.318645,5.506351,0.000000,0.378153,0.528371
mixed,imgi_185_free-photo-of-sunlit-forest-with-mossy-rocks-in-autumn.jpg,G:\내 드라이브\데이터셋\mixed\imgi_185_free-photo-of-sunlit-forest-with-mossy-rocks-in-autumn.jpg,122.347890,0.674606,20.319296,5.067804,0.269047,0.327430,0.551893
mixed,imgi_187_forest-ground-pbr-pack-10-01.jpg,G:\내 드라이브\데이터셋\mixed\imgi_187_forest-ground-pbr-pack-10-01.jpg,48.000917,0.962737,29.152466,5.416367,0.866651,0.369788,0.818294
mixed,imgi_191_COLOURBOX7545135.jpg,G:\내 드라이브\데이터셋\mixed\imgi_191_COLOURBOX7545135.jpg,125.320303,0.980112,39.805130,5.730442,0.936747,0.354808,0.707258
mixed,imgi_191_Wet-and-damp-soils-scaled.webp,G:\내 드라이브\데이터셋\mixed\imgi_191_Wet-and-damp-soils-scaled.webp,114.709497,0.541024,14.220251,5.597299,0.000000,0.352249,0.511582
mixed,imgi_194_2023-07-04-07-49-36-1344x896.jpg,G:\내 드라이브\데이터셋\mixed\imgi_194_2023-07-04-07-49-36-1344x896.jpg,64.136224,0.863344,17.844063,4.939664,0.542138,0.398116,0.681006
mixed,imgi_197_P1010702.jpg,G:\내 드라이브\데이터셋\mixed\imgi_197_P1010702.jpg,114.818684,0.699788,16.185242,5.712566,0.000000,0.355703,0.520938
mixed,imgi_211_dry-soil-various-small-rocks-pebbles-featuring-mix-warm-brown-gray-tones-sparse-vegetation-includes-green-leaves-418037993.jpg,G:\내 드라이브\데이터셋\mixed\imgi_211_dry-soil-various-small-rocks-pebbles-featuring-mix-warm-brown-gray-tones-sparse-vegetation-includes-green-leaves-418037993.jpg,97.835855,0.929525,29.093393,5.558996,0.445426,0.345053,0.669420
mixed,imgi_225_Heathland-low-vegetation-ground-texture-PatternPictures-5941.jpg,G:\내 드라이브\데이터셋\mixed\imgi_225_Heathland-low-vegetation-ground-texture-PatternPictures-5941.jpg,71.315595,0.888005,25.283228,5.519489,0.595255,0.368757,0.722029
mixed,imgi_228_HGIC-native-Phlox-stolonifera-Sherwood-Purple-MT.jpg,G:\내 드라이브\데이터셋\mixed\imgi_228_HGIC-native-Phlox-stolonifera-Sherwood-Purple-MT.jpg,128.434446,0.908536,23.828634,5.526974,0.000000,0.377481,0.549445
mixed,imgi_235_cracked-glade-ground-with-moss-seamless-texture-dry-land-with-grass-background-ecology-terrain-backdrop-summer-desert-with-mossy-cracks-surface-hot-grunge-weather-climate-pattern-photo.jpg,G:\내 드라이브\데이터셋\mixed\imgi_235_cracked-glade-ground-with-moss-seamless-texture-dry-land-with-grass-background-ecology-terrain-backdrop-summer-desert-with-mossy-cracks-surface-hot-grunge-weather-climate-pattern-photo.jpg,128.983490,0.887176,14.101238,5.071846,0.363080,0.412584,0.543620
mixed,imgi_3207_pexels-photo-698489.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3207_pexels-photo-698489.jpg,73.831056,0.523044,13.820802,4.627867,0.790475,0.352764,0.661728
mixed,imgi_3257_pexels-photo-34374437.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3257_pexels-photo-34374437.jpg,83.533142,0.572191,9.561968,5.605605,0.000000,0.304066,0.542084
mixed,imgi_3269_pexels-photo-3136711.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3269_pexels-photo-3136711.jpg,170.335673,0.465481,12.674317,5.207241,0.000000,0.331527,0.486138
mixed,imgi_3279_pexels-photo-28211324.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3279_pexels-photo-28211324.jpg,64.517004,0.517758,11.389157,5.618728,0.469897,0.330993,0.649292
mixed,imgi_328_pexels-photo-5889254.jpg,G:\내 드라이브\데이터셋\mixed\imgi_328_pexels-photo-5889254.jpg,151.494046,0.912888,20.875923,5.412280,0.383148,0.384439,0.586109
mixed,imgi_3321_pexels-photo-29662824.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3321_pexels-photo-29662824.jpg,120.806595,0.571053,14.299187,4.783445,0.246077,0.322446,0.510710
mixed,imgi_3328_pexels-photo-34578528.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3328_pexels-photo-34578528.jpg,66.612901,0.552095,14.133368,5.656534,0.295523,0.321267,0.634671
mixed,imgi_3335_pexels-photo-30414779.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3335_pexels-photo-30414779.jpg,42.118342,0.362395,9.420966,5.110999,0.000000,0.317896,0.609100
mixed,imgi_3342_pexels-photo-7404380.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3342_pexels-photo-7404380.jpg,136.942481,0.857690,21.464962,5.729038,0.000000,0.382362,0.538853
mixed,imgi_3370_pexels-photo-13460188.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3370_pexels-photo-13460188.jpg,149.520935,0.276621,6.269584,5.238107,0.366354,0.291900,0.500808
mixed,imgi_3373_pexels-photo-35604006.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3373_pexels-photo-35604006.jpg,51.403587,0.890521,40.322376,5.949059,0.320337,0.341367,0.751541
mixed,imgi_3397_pexels-photo-36804516.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3397_pexels-photo-36804516.jpg,80.233017,0.867951,24.166790,5.279191,0.372786,0.349875,0.665611
mixed,imgi_3408_pexels-photo-12891201.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3408_pexels-photo-12891201.jpg,95.556216,0.322303,10.426493,4.379560,0.269605,0.264436,0.521165
mixed,imgi_3429_pexels-photo-34585065.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3429_pexels-photo-34585065.jpg,78.685006,0.828866,24.708147,5.639497,0.022320,0.342031,0.628668
mixed,imgi_3451_pexels-photo-1440652.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3451_pexels-photo-1440652.jpg,76.365974,0.465231,10.927517,4.544400,0.322239,0.325031,0.577093
mixed,imgi_3454_pexels-photo-15258009.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3454_pexels-photo-15258009.jpg,139.635571,0.218120,6.338608,4.868365,0.417389,0.274894,0.491861
mixed,imgi_3476_pexels-photo-12218729.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3476_pexels-photo-12218729.jpg,95.771728,0.769439,12.323291,4.774846,0.643790,0.387133,0.603751
mixed,imgi_3478_pexels-photo-5400305.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3478_pexels-photo-5400305.jpg,156.456140,0.473917,13.096017,4.863190,0.000000,0.341860,0.477680
mixed,imgi_3479_pexels-photo-14578084.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3479_pexels-photo-14578084.jpg,119.633285,0.460236,7.131419,5.016614,0.124326,0.314225,0.468906
mixed,imgi_3485_pexels-photo-32390058.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3485_pexels-photo-32390058.jpg,197.110615,0.418992,7.265084,5.167729,0.033738,0.295983,0.460297
mixed,imgi_3491_pexels-photo-12731353.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3491_pexels-photo-12731353.jpg,82.707904,0.222670,5.966357,5.258910,0.429412,0.289015,0.576358
mixed,imgi_3495_pexels-photo-31528915.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3495_pexels-photo-31528915.jpg,108.226840,0.185211,5.108374,5.321858,0.562084,0.287960,0.510003
mixed,imgi_3505_pexels-photo-34657691.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3505_pexels-photo-34657691.jpg,162.437222,0.540495,9.612980,5.416406,0.396987,0.325844,0.529254
mixed,imgi_3507_pexels-photo-28458013.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3507_pexels-photo-28458013.jpg,109.252586,0.453752,7.825784,5.146502,0.134215,0.349814,0.500366
mixed,imgi_3509_pexels-photo-518407.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3509_pexels-photo-518407.jpg,114.880010,0.767145,28.549170,5.289038,0.285922,0.356461,0.612328
mixed,imgi_3517_pexels-photo-17053272.png,G:\내 드라이브\데이터셋\mixed\imgi_3517_pexels-photo-17053272.png,104.286320,0.305677,7.177331,5.493831,0.000000,0.284286,0.490881
mixed,imgi_3519_pexels-photo-35914400.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3519_pexels-photo-35914400.jpg,79.024388,0.523116,12.889920,4.957825,0.418036,0.326242,0.607773
mixed,imgi_3537_pexels-photo-18010617.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3537_pexels-photo-18010617.jpg,132.754181,0.197013,5.456357,4.251464,0.511478,0.295146,0.460312
mixed,imgi_3538_pexels-photo-14558957.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3538_pexels-photo-14558957.jpg,159.747450,0.649486,19.275936,5.530590,0.020839,0.354489,0.528514
mixed,imgi_3538_pexels-photo-35559525.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3538_pexels-photo-35559525.jpg,84.658324,0.782408,14.713063,5.495389,0.000000,0.410077,0.574768
mixed,imgi_3541_pexels-photo-8613642.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3541_pexels-photo-8613642.jpg,85.649252,0.517973,11.921624,5.467445,0.000000,0.301090,0.548968
mixed,imgi_3545_pexels-photo-34065239.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3545_pexels-photo-34065239.jpg,166.054432,0.835153,27.431190,5.073367,0.024795,0.342988,0.555218
mixed,imgi_3546_pexels-photo-14904751.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3546_pexels-photo-14904751.jpg,170.890409,0.570265,14.205048,5.424533,0.000220,0.342351,0.500850
mixed,imgi_3554_pexels-photo-29459678.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3554_pexels-photo-29459678.jpg,133.813539,0.715464,18.753088,5.668282,0.156525,0.358600,0.544113
mixed,imgi_3555_pexels-photo-35594680.png,G:\내 드라이브\데이터셋\mixed\imgi_3555_pexels-photo-35594680.png,105.362180,0.803889,11.747451,5.469625,0.411601,0.422818,0.577692
mixed,imgi_3559_pexels-photo-34685123.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3559_pexels-photo-34685123.jpg,78.451353,0.824449,19.388634,5.452308,0.337324,0.399734,0.650882
mixed,imgi_3561_pexels-photo-5909437.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3561_pexels-photo-5909437.jpg,66.756799,0.586752,13.990710,4.971697,0.321719,0.347800,0.625521
mixed,imgi_3563_pexels-photo-36536051.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3563_pexels-photo-36536051.jpg,189.803646,0.783575,21.977884,5.600928,0.185761,0.355628,0.562733
mixed,imgi_3569_pexels-photo-20360886.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3569_pexels-photo-20360886.jpg,165.537420,0.602959,12.161611,5.037269,0.000000,0.378777,0.482794
mixed,imgi_3578_pexels-photo-33627974.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3578_pexels-photo-33627974.jpg,93.629618,0.874916,25.603880,5.821597,0.184432,0.370976,0.629438
mixed,imgi_3580_pexels-photo-14220702.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3580_pexels-photo-14220702.jpg,83.305537,0.638152,15.354245,5.168787,0.195093,0.344914,0.591393
mixed,imgi_3581_pexels-photo-35231482.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3581_pexels-photo-35231482.jpg,59.485703,0.735368,15.136234,5.406222,0.283816,0.387400,0.657530
mixed,imgi_3597_pexels-photo-33862323.png,G:\내 드라이브\데이터셋\mixed\imgi_3597_pexels-photo-33862323.png,114.406845,0.189404,5.216895,4.637227,0.319517,0.228544,0.443078
mixed,imgi_3599_pexels-photo-10037916.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3599_pexels-photo-10037916.jpg,112.934289,0.900773,29.629629,5.750914,0.000000,0.369077,0.588750
mixed,imgi_3605_pexels-photo-36579448.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3605_pexels-photo-36579448.jpg,144.227937,0.652122,25.549440,4.973144,0.319927,0.341485,0.581274
mixed,imgi_3606_pexels-photo-30751392.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3606_pexels-photo-30751392.jpg,163.126566,0.360017,6.696628,4.767946,0.486718,0.358922,0.509488
mixed,imgi_3611_pexels-photo-14094389.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3611_pexels-photo-14094389.jpg,217.728634,0.818993,31.527826,5.801607,0.331416,0.343769,0.625248
mixed,imgi_3613_pexels-photo-31725658.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3613_pexels-photo-31725658.jpg,170.958311,0.828069,22.097334,5.675925,0.187836,0.380875,0.566087
mixed,imgi_3616_pexels-photo-5579984.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3616_pexels-photo-5579984.jpg,69.068083,0.664704,16.430233,5.439914,0.409550,0.373275,0.660961
mixed,imgi_3619_pexels-photo-29744719.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3619_pexels-photo-29744719.jpg,119.486588,0.745160,22.536505,5.781599,0.164944,0.381361,0.566160
mixed,imgi_3622_pexels-photo-10994660.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3622_pexels-photo-10994660.jpg,70.282987,0.696261,20.384497,5.368057,0.000000,0.337653,0.619401
mixed,imgi_3623_pexels-photo-9292876.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3623_pexels-photo-9292876.jpg,132.841522,0.934149,22.041456,5.381582,0.257699,0.393379,0.575544
mixed,imgi_3627_pexels-photo-29181378.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3627_pexels-photo-29181378.jpg,50.464442,0.597159,12.340937,5.511926,0.057760,0.349287,0.627767
mixed,imgi_3628_pexels-photo-9947655.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3628_pexels-photo-9947655.jpg,198.182054,0.367636,6.585833,5.228766,0.081325,0.294586,0.465194
mixed,imgi_3631_pexels-photo-28961234.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3631_pexels-photo-28961234.jpg,114.169488,0.534626,5.576622,5.228915,0.000000,0.333034,0.464430
mixed,imgi_3633_pexels-photo-14030959.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3633_pexels-photo-14030959.jpg,58.152908,0.411954,8.485163,4.913211,0.279803,0.347642,0.608073
mixed,imgi_3635_pexels-photo-37554223.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3635_pexels-photo-37554223.jpg,113.674509,0.865344,22.053715,5.663152,0.000000,0.413276,0.556301
mixed,imgi_3637_pexels-photo-10037913.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3637_pexels-photo-10037913.jpg,77.920756,0.293168,6.896115,5.648796,0.170141,0.281854,0.559775
mixed,imgi_3641_pexels-photo-13840544.png,G:\내 드라이브\데이터셋\mixed\imgi_3641_pexels-photo-13840544.png,85.617796,0.175013,6.258084,5.260813,0.249817,0.257632,0.500981
mixed,imgi_3643_pexels-photo-28971245.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3643_pexels-photo-28971245.jpg,51.258969,0.677176,13.014742,5.525915,0.082035,0.380244,0.635721
mixed,imgi_3648_pexels-photo-29480626.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3648_pexels-photo-29480626.jpg,101.767560,0.434058,10.027811,5.245726,0.000000,0.346122,0.509901
mixed,imgi_364_pexels-photo-31236719.jpg,G:\내 드라이브\데이터셋\mixed\imgi_364_pexels-photo-31236719.jpg,140.662969,0.953741,31.985319,5.587111,0.564843,0.360567,0.659417
mixed,imgi_3651_pexels-photo-34351090.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3651_pexels-photo-34351090.jpg,170.703655,0.912755,28.607279,5.714873,0.000000,0.362712,0.570368
mixed,imgi_3655_pexels-photo-28352716.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3655_pexels-photo-28352716.jpg,140.666050,0.609892,11.989499,4.945855,0.539745,0.358067,0.547036
mixed,imgi_3659_pexels-photo-19711317.jpg,G:\내 드라이브\데이터셋\mixed\imgi_3659_pexels-photo-19711317.jpg,74.549431,0.672405,13.140194,4.817634,0.017029,0.345886,0.562311
mixed,imgi_3662_pexels-photo-16616224.png,G:\내 드라이브\데이터셋\mixed\imgi_3662_pexels-photo-16616224.png,130.593088,0.209046,5.664443,4.910173,0.175352,0.299293,0.451995
